amount_borrowed,term,borrower_rate,installment,grade,principal_balance,principal_paid,interest_paid,late_fees_paid,days_past_due,default_flag
9600.0,36,0.1505,333.03,C,8054.4,1545.6,769.56,0.0,60,0
9850.0,36,0.1147,324.68,B,0.0,9850.0,1138.19,0.0,0,0
16800.0,60,0.1825,428.9,D,0.0,16800.0,2882.97,0.0,0,0
6000.0,36,0.1423,205.73666971682584,D,4427.08,1572.92,690.22,0.0,0,0
9500.0,36,0.0859,300.29,A,0.0,9500.0,433.49,0.0,0,0
10000.0,36,0.2099,376.6993315044105,E,7573.38,2426.62,1717.08,0.0,0,0
21000.0,60,0.0824,428.23,B,16841.13,4158.87,1817.12,0.0,60,0
35000.0,36,0.1693,1246.6264783047477,D,31929.08,3070.92,1915.6,0.0,0,0
14400.0,60,0.2872,454.64,F,13823.04,576.96,1673.26,0.0,60,0
14125.0,36,0.1199,469.09,B,0.0,14125.0,2430.47,0.0,0,0
15000.0,60,0.2421,433.34980589113104,F,1057.9,13942.1,7958.3,0.0,0,0
30000.0,60,0.1747,753.18,D,30000.0,0.0,0.0,0.0,60,0
14500.0,60,0.2148999999999999,396.29,D,11812.98,2687.02,4032.6,0.0,60,0
20000.0,36,0.0736,620.839214397437,A,0.0,20000.0,2101.12,0.0,0,0
5000.0,36,0.0712,154.66,A,0.0,5000.0,163.95,0.0,0,0
20000.0,36,0.1375,681.1266554250836,D,9331.45,10668.55,3635.18,0.0,0,0
9000.0,36,0.1099,294.61,B,3334.27,5665.73,1393.92,0.0,60,0
9850.0,36,0.1999,366.02,E,0.0,9850.0,3338.86,0.0,0,0
3650.0,36,0.2529,145.69,E,2230.51,1419.49,1370.27,0.0,60,0
12000.0,36,0.0774,374.5987308154874,B,0.0,12000.0,2.5447,0.0,0,0
13000.0,36,0.0736,403.545489358334,A,0.0,13000.0,96.6,0.0,0,0
2000.0,36,0.0799,62.66350493836801,B,1698.25,301.75,74.21,0.0,0,0
35000.0,60,0.2048999999999999,936.86,E,0.0,6626.23,9260.55,0.0,637,0
35000.0,60,0.2239,974.44,E,26829.17,8170.83,12248.87,0.0,60,0
6625.0,36,0.1211999999999999,220.43,B,0.0,6625.0,1126.52,0.0,0,0
10000.0,60,0.1064,215.64,B,5492.52,4507.48,2171.45,0.0,29,0
10000.0,36,0.1905,366.82,D,0.0,208.07,158.75,0.0,1855,0
6000.0,60,0.1745,150.57107338121622,D,5270.41,729.59,921.11,0.0,1189,0
8000.0,36,0.2145,303.26,D,6070.83,1929.17,1397.16,0.0,60,0
8000.0,36,0.1365,272.0630751735018,C,0.0,8000.0,1567.13,0.0,0,0
3800.0,36,0.1825,137.86,D,0.0,3800.0,378.31,0.0,0,0
8000.0,36,0.0532,240.92,A,0.0,8000.0,662.81,0.0,0,0
12000.0,36,0.0532,361.38,A,0.0,12000.0,128.31,0.0,0,0
30000.0,60,0.1274,678.61,C,22463.1,7536.9,5208.05,0.0,60,0
35000.0,36,0.1115,1148.342906783516,C,0.0,35000.0,6356.81,0.0,0,0
15000.0,36,0.0929,479.02311299476753,B,13905.68,1094.32,342.74,0.0,0,0
7000.0,36,0.0874,221.752044635996,B,0.0,7000.0,156.71,0.0,0,0
24000.0,60,0.1229,537.4,C,12619.85,11380.15,6321.28,0.0,29,0
3200.0,36,0.1349,108.58,C,1214.47,1985.53,622.56,0.0,29,0
24000.0,36,0.1149,791.32,B,9629.06,14370.94,3857.5,0.0,60,0
5000.0,36,0.079,156.46,A,0.0,5000.0,340.59,0.0,0,0
5075.0,36,0.1699,180.92,D,0.0,5075.0,945.84,0.0,0,0
25000.0,60,0.1159,550.9454145668847,B,3404.92,21082.69,7879.71,0.0,0,0
10000.0,36,0.0943,320.01,B,9515.25,484.75,150.03,0.0,60,0
15000.0,36,0.1259,502.4521469579283,C,0.0,15000.0,1843.98,0.0,0,0
20950.0,60,0.2606,628.0,G,0.0,20950.0,8037.91,0.0,0,0
21500.0,60,0.1561,518.4,D,0.0,21500.0,4067.66,0.0,0,0
15000.0,36,0.1278999999999999,503.9,C,5647.66,9352.34,2714.61,0.0,29,0
12000.0,36,0.0916,382.5,B,3187.47,8812.53,1591.02,0.0,29,0
25000.0,60,0.1213,557.76,B,25000.0,0.0,0.0,0.0,60,0
10300.0,36,0.1359,349.99,C,9350.65,949.35,442.83,0.0,60,0
12000.0,36,0.1099,392.81,B,4444.62,7555.38,1864.73,0.0,60,0
25000.0,60,0.2185,688.3423637693019,E,23805.08,1194.92,2246.78,0.0,0,0
12000.0,36,0.1531,417.81,C,0.0,12000.0,2883.93,0.0,0,0
3600.0,36,0.1503999999999999,124.87,C,3357.74,242.26,129.34,0.0,60,0
26000.0,60,0.2099,703.2411062038015,E,15906.48,9681.2,5164.16,0.0,0,0
8000.0,36,0.1407,273.7,C,7820.09,179.91,112.56,0.0,60,0
20000.0,36,0.0992,644.6,B,19037.5,962.5,315.68,0.0,60,0
15000.0,60,0.188,387.4594145515312,E,0.0,15000.0,3106.82,0.0,0,0
20000.0,36,0.1408,684.33,C,15258.36,4741.64,2086.02,0.0,29,0
5650.0,36,0.0839,178.07,A,0.0,5650.0,758.0,0.0,0,0
25000.0,60,0.0917,521.03,B,12667.51,12332.49,4925.18,0.0,60,0
10000.0,36,0.3049,427.2040417871604,F,8686.55,1313.45,1676.95,0.0,122,1
28000.0,36,0.1499,970.5,C,0.0,28000.0,5754.03,0.0,0,0
7375.0,36,0.1727,263.94,D,2441.6,4933.4,1914.89,0.0,29,0
21000.0,60,0.1064,452.83,B,11882.27,9117.73,4436.14,0.0,60,0
5150.0,36,0.1561,180.07,D,0.0,946.89,484.74,0.0,790,0
21500.0,36,0.1019,695.6639900594948,B,19952.06,1547.94,539.04,0.0,0,0
16800.0,36,0.0859,531.04,A,5770.73,11029.27,1983.64,0.0,60,0
16025.0,36,0.1884,586.12,E,0.0,16025.0,2074.87,0.0,0,0
25000.0,36,0.0532,752.87,A,1495.78,23504.22,2110.49,0.0,60,0
10000.0,36,0.1942,368.69,D,9369.33,630.67,453.82,0.0,29,0
8800.0,36,0.2098999999999999,331.5,E,0.0,8800.0,708.95,0.0,0,0
4500.0,36,0.2039,168.14,D,4315.09,184.91,141.17,0.0,29,0
6000.0,36,0.1476,207.28748936308804,D,0.0,6000.0,1466.41,0.0,0,0
17000.0,60,0.1855,436.7907459890746,D,0.0,1080.69,1540.05,0.0,0,1
10000.0,60,0.1559,241.01,D,3654.92,6345.08,4005.36,0.0,60,0
14000.0,60,0.0739,279.81,A,8332.22,5667.78,1881.34,0.0,60,0
3500.0,60,0.2399,100.66756607147208,E,3269.32,230.68,474.01,0.0,0,0
12000.0,36,0.1153,395.89,B,0.0,12000.0,2108.02,0.0,0,0
25000.0,60,0.1399,581.58,C,0.0,25000.0,3367.13,0.0,0,0
16000.0,60,0.1335,366.93,C,0.0,16000.0,5662.03,0.0,0,0
20000.0,36,0.1942,737.38,D,19586.29,413.71,302.09,0.0,29,0
20000.0,60,0.2289999999999999,562.67,E,19446.56,553.44,1109.13,0.0,60,0
15000.0,36,0.0944,480.08,B,12784.34,2215.66,656.95,0.0,29,0
28600.0,60,0.1973,753.434845393455,E,18207.42,10392.58,11456.89,0.0,0,0
35000.0,36,0.0791,1095.320215069387,B,7477.67,26484.22,4184.74,0.0,0,0
25000.0,60,0.1535,599.3510983286882,C,4181.34,20818.66,10891.0863,359.35,14,0
6000.0,36,0.0916,191.25,B,0.0,6000.0,319.02,0.0,0,0
15000.0,60,0.0985,317.5997080416999,B,3852.98,11147.02,440.98,0.0,0,0
6000.0,36,0.1545,209.3166045602472,D,0.0,6000.0,477.47,0.0,0,0
35000.0,60,0.1335,802.65,C,9664.58,25335.42,12389.13,0.0,60,0
6300.0,36,0.1399,215.28847022607027,D,0.0,6300.0,1416.5,0.0,0,0
8500.0,36,0.1016,274.92,B,0.0,8500.0,1396.7,0.0,0,0
13850.0,60,0.2196999999999999,382.29,E,0.0,13850.0,1063.72,0.0,0,0
35000.0,60,0.235,996.75,F,0.0,35000.0,10163.71,0.0,0,0
13000.0,60,0.1531,311.39,C,8546.36,4453.64,3631.44,0.0,60,0
10000.0,36,0.0670999999999999,307.45,A,9748.47,251.53,52.19,0.0,60,0
18000.0,60,0.1399,418.7352024364986,D,0.0,18000.0,3985.32,0.0,0,0
12000.0,60,0.1531,287.44,C,0.0,12000.0,1175.56,0.0,0,0
25000.0,60,0.1365,577.18,C,0.0,25000.0,6347.28,0.0,0,0
5000.0,36,0.1099,163.67,B,0.0,5000.0,887.53,0.0,0,0
35000.0,60,0.1199,778.38,B,12114.14,22885.86,10561.17,0.0,60,0
30000.0,36,0.1602,1055.01,C,0.0,30000.0,1705.21,0.0,0,0
3000.0,36,0.1144,98.85,B,1712.95,1287.05,408.09,45.0,90,0
19000.0,60,0.1805999999999999,483.1,D,17771.69,1228.31,1622.63,0.0,29,0
7500.0,60,0.1375,173.5413363793773,D,5539.45,1960.55,1510.25,0.0,0,0
15000.0,36,0.0619,457.63,A,14619.75,380.25,67.06,0.0,29,0
16200.0,60,0.2485,474.07,E,15168.08,1031.92,2241.84,0.0,60,0
15000.0,36,0.1069,488.8816158740036,C,0.0,15000.0,8.7863,0.0,0,0
18000.0,60,0.1815,458.5517578868486,D,14897.81,3102.19,3776.06,0.0,0,0
8000.0,36,0.2099,301.35946520352843,E,0.0,8000.0,300.6,0.0,0,0
24000.0,60,0.1407,559.31,C,23156.46,843.54,703.07,0.0,60,0
11100.0,60,0.2339999999999999,315.48,E,0.0,11100.0,2651.91,0.0,0,0
2200.0,36,0.0938,70.34914595991683,B,0.0,881.04,254.21,75.0,0,1
25000.0,36,0.1274,839.23,C,0.0,25000.0,2752.44,0.0,0,0
10000.0,36,0.1041,324.61,B,9762.14,237.86,80.97,0.0,60,0
18000.0,60,0.0975999999999999,380.33,B,0.0,18000.0,2955.63,0.0,0,0
11625.0,36,0.158,407.56,C,0.0,11625.0,2633.73,0.0,0,0
22250.0,60,0.158,538.72,C,0.0,22250.0,10072.76,0.0,0,0
20000.0,36,0.1261999999999999,670.23,C,14666.55,5333.45,2025.06,0.0,60,0
24450.0,36,0.0735,758.87,A,21366.89,3083.11,701.26,0.0,60,0
7800.0,36,0.1199,259.04,B,0.0,3768.67,1153.09,0.0,972,0
12000.0,36,0.1285,403.46097671724334,C,9082.58,2917.42,1117.18,0.0,122,0
20000.0,60,0.2312,565.1891695005831,E,14902.42,5097.58,8920.75,113.04,52,0
3000.0,36,0.1447,103.22,C,0.0,3000.0,708.08,0.0,0,0
15000.0,36,0.1076,489.3776838590938,C,0.0,15000.0,2488.69,0.0,0,0
35000.0,36,0.1469,1207.979946305277,D,11309.4,23690.6,7716.88,0.0,0,0
10000.0,36,0.0797,313.23,A,7456.78,2543.22,584.65,0.0,60,0
8400.0,36,0.1299,282.99,C,0.0,3794.31,1299.51,0.0,972,0
24000.0,60,0.1249,539.83,B,5101.6,18898.4,8093.1,0.0,60,0
5000.0,36,0.0824,157.24,B,2374.71,2625.29,517.22,0.0,60,0
18000.0,36,0.1149,593.49,B,9269.91,8730.09,2534.73,0.0,29,0
9000.0,36,0.1399,307.56,C,0.0,9000.0,1008.18,0.0,0,0
5000.0,36,0.0769,155.96776671697222,A,0.0,4999.99,615.2366,0.0,0,0
8000.0,36,0.0699,246.99,A,3762.47,4237.53,699.16,0.0,60,0
20900.0,60,0.2779,648.1,F,0.0,1621.28,4179.35,0.0,394,0
4000.0,36,0.3134,172.7553671687069,G,0.0,4000.0,2227.77,0.0,0,0
18000.0,60,0.1333,412.61,C,9881.86,8118.14,5058.72,0.0,29,0
25000.0,36,0.1745,896.9271853336417,D,0.0,25000.0,1186.42,0.0,0,0
10000.0,60,0.2095,270.2524112477409,E,0.0,528.36,1363.39,45.0,0,1
27000.0,60,0.1805999999999999,686.51,D,24637.04,2362.96,3074.94,0.0,60,0
15000.0,36,0.0859,474.14,A,6296.06,8703.94,1719.98,0.0,29,0
3200.0,36,0.1399,109.36,C,214.64,2985.36,727.91,0.0,60,0
6000.0,36,0.0975,192.9,B,0.0,6000.0,338.96,0.0,0,0
15000.0,36,0.0999,483.9373868228239,C,10879.24,4120.76,1202.58,0.0,0,0
35000.0,60,0.0799,709.51,A,25920.5,9079.5,3676.14,0.0,60,0
2000.0,36,0.1924,73.55495335628126,D,1540.01,459.99,207.76,0.0,0,0
10000.0,36,0.2185,381.1289731159764,E,8067.25,1932.75,1497.42,0.0,0,0
8000.0,36,0.1198,265.6380658285029,C,0.0,8000.0,1131.28,15.0,0,0
7000.0,36,0.1199,232.47,B,0.0,7000.0,1368.78,0.0,0,0
9000.0,36,0.288,376.172917606878,F,0.0,9000.0,856.86,0.0,0,0
1500.0,36,0.2343,58.41,F,0.0,1500.0,603.42,15.0000000085,0,0
12000.0,60,0.1299,272.9754512790219,C,0.0,12000.0,676.84,0.0,0,0
12000.0,36,0.0532,361.38,A,5904.92,6095.08,743.39,0.0,60,0
2000.0,36,0.186,72.90819313266661,D,1135.47,864.53,447.85,0.0,0,0
21000.0,36,0.0789,657.0,A,652.65,20347.35,2638.45,0.0,60,0
5000.0,36,0.117,165.35603095157578,C,2577.14,2422.86,718.98,0.0,0,0
25000.0,60,0.1167,551.96,B,7668.65,17331.35,7506.85,0.0,29,0
25000.0,36,0.1709,892.44,D,22240.51,2759.49,1724.93,0.0,29,0
16000.0,60,0.1015,341.14,B,0.0,16000.0,3582.0,0.0,0,0
27600.0,60,0.0818,562.01,B,0.0,27600.0,3322.0,0.0,0,0
12800.0,36,0.1505,444.03,C,11044.79,1755.21,898.27,0.0,60,0
10000.0,60,0.1402999999999999,232.84,C,10000.0,0.0,0.0,0.0,60,0
4750.0,36,0.1972,175.86,D,0.0,1897.26,1087.41,0.0,1429,0
10000.0,36,0.1389,341.2422810808804,D,8849.56,916.36,448.6,0.0,0,0
7600.0,60,0.2185,209.25607858586773,E,0.0,7600.0,1354.02,0.0,0,0
11350.0,60,0.1855,291.63,E,0.0,11350.0,1982.51,0.0,0,0
15000.0,36,0.145,516.3146616422098,C,0.0,15000.0,3594.5,0.0,0,0
10000.0,36,0.0619,305.09,A,9746.49,253.51,48.14,0.0,60,0
25000.0,36,0.1139,823.1,B,12865.69,12134.31,3567.87,0.0,29,0
12000.0,36,0.0724,371.85,A,7629.89,4370.11,896.82,18.59,60,0
5000.0,36,0.1602,175.84,C,4323.22,676.78,373.81,0.0,60,0
30000.0,36,0.0683,923.99,A,29246.76,753.24,142.29,0.0,60,0
17500.0,36,0.1049,568.72,B,11337.06,6162.94,1778.74,0.0,60,0
5000.0,36,0.0749,155.50812837745332,B,0.0,5000.0,599.11,0.0,0,0
15000.0,36,0.3049,640.8060626807406,F,11433.0,3567.0,4107.72,0.0,0,0
3500.0,36,0.1344,118.68,C,794.43,2705.57,733.54,0.0,60,0
22650.0,36,0.1465,781.3,C,0.0,4215.08,2016.89,0.0,941,0
11000.0,60,0.1105,239.45,B,10861.84,138.16,87.78,0.0,29,0
35000.0,60,0.1339,803.3625504487284,C,0.0,35000.0,7374.56,0.0,0,0
19525.0,36,0.1049,634.52,B,0.0,19525.0,964.09,0.0,0,0
21600.0,36,0.0746,671.5,A,21600.0,0.0,0.0,0.0,60,0
13500.0,36,0.1947,498.0701516291521,E,0.0,13500.0,3485.15,0.0,0,0
8325.0,36,0.1049,270.55,B,3551.25,4773.75,1173.5,0.0,60,0
5000.0,36,0.0531,150.55139255422648,A,4352.81,647.19,105.56,0.0,0,0
8000.0,60,0.1526,191.4130004981085,D,0.0,2011.55,1816.65,0.0,0,1
24000.0,60,0.1049,515.74,B,18770.56,5229.44,3008.41,0.0,60,0
10000.0,36,0.1375,340.5633277125418,D,5789.33,4210.67,1578.85,0.0,0,0
10000.0,60,0.2185,275.3369455077208,E,0.0,10000.0,1338.94,0.0,0,0
4000.0,60,0.3032,130.20091031749925,F,3717.59,282.41,889.39,0.0,1495,1
15000.0,60,0.1476,354.962054491269,D,0.0,15000.0,3793.27,0.0,0,0
16500.0,60,0.1398,383.76,C,2569.46,13930.54,5956.02,0.0,60,0
6000.0,36,0.2699,244.9191025485894,F,0.0,542.83,681.77,0.0,0,1
6000.0,36,0.0721,185.84,A,4301.91,1698.09,341.34,0.0,60,0
9000.0,36,0.1693,320.56109442122084,D,7789.6,1004.8,598.0,0.0,0,0
5000.0,60,0.179,126.69529497487912,D,0.0,5000.0,15.22,0.0,0,0
28000.0,60,0.2408,806.81,F,0.0,28000.0,4871.31,0.0,0,0
8800.0,60,0.101,187.4072836096813,C,6206.29,2593.71,1341.9,0.0,0,0
15000.0,36,0.1017,485.2059015121476,B,1303.8,13226.31,2218.99,0.0,0,0
15000.0,36,0.1399,512.6,C,8279.39,6720.61,2494.53,0.0,60,0
28000.0,60,0.1499,665.98,C,22818.72,5181.28,4792.95,0.0,29,0
10000.0,36,0.1099,327.34,B,0.0,10000.0,1784.23,0.0,0,0
12000.0,60,0.3124,397.4300639925138,F,10713.18,1176.56,3592.6,0.0,0,0
20000.0,60,0.1531,479.06,C,12521.72,7478.28,5960.91,0.0,60,0
20000.0,36,0.1349,678.61,C,0.0,20000.0,3533.38,0.0,0,0
8000.0,36,0.1149,263.78,B,0.0,1750.6,613.21,0.0,455,0
5000.0,36,0.1149,164.86,B,0.0,5000.0,89.88,0.0,0,0
20000.0,36,0.1076,652.5035784787917,C,0.0,20000.0,3466.23,0.0,0,0
3000.0,36,0.0724,92.97,A,1663.88,1336.12,241.35,0.0,60,0
6000.0,36,0.272,245.59552854386703,F,0.0,6000.0,1149.77,0.0,0,0
20000.0,60,0.1259,450.8748264116758,C,0.0,20000.0,316.11,0.0,0,0
10500.0,36,0.1288,353.18,C,2369.44,8130.56,2130.44,0.0,60,0
26000.0,60,0.0999,552.2952405852701,C,22143.61,3856.39,2218.91,0.0,0,0
20000.0,60,0.0869,412.1645189167463,B,17237.15,2762.85,1358.75,0.0,0,0
10400.0,60,0.1465,245.51,C,0.0,3282.64,2552.11,0.0,302,0
2700.0,36,0.1629,95.31101084930374,D,1802.53,897.47,436.87,0.0,0,0
20000.0,36,0.1149,659.43,B,0.0,20000.0,2100.75,0.0,0,0
26000.0,60,0.1446,611.2,C,0.0,26000.0,3464.88,0.0,0,0
30000.0,36,0.1055,975.7807534017948,B,28570.97,1429.03,522.53,0.0,0,0
11200.0,36,0.0707,346.19,A,0.0,11200.0,180.02,0.0,0,0
12500.0,60,0.1655,307.65,D,7312.03,5187.97,4421.05,0.0,60,0
10000.0,36,0.1505,346.9,C,7903.67,2096.33,1017.41,0.0,60,0
20000.0,36,0.0917,637.58,B,0.0,20000.0,2408.94,0.0,0,0
6500.0,36,0.1211999999999999,216.27,B,0.0,6500.0,427.25,0.0,0,0
10000.0,36,0.1319,337.8554067601775,C,0.0,10000.0,2129.62,303.93,0,0
15000.0,36,0.0917,478.19,B,0.0,15000.0,2026.22,0.0,0,0
25000.0,36,0.173,895.0552868459363,D,0.0,25000.0,7234.5507,0.0,0,0
11000.0,36,0.1649,389.4,D,0.0,11000.0,3028.47,0.0,0,0
10000.0,60,0.1699,248.48,D,1644.22,8355.78,4813.66,0.0,60,0
10000.0,36,0.1425,342.9917805985052,D,5247.55,4752.45,1764.36,0.0,0,0
12000.0,36,0.0949,384.34,B,0.0,12000.0,1801.19,0.0,0,0
12000.0,60,0.1367,277.18,C,7588.17,4411.83,3053.8,0.0,60,0
30000.0,60,0.1599,729.39,C,0.0,30000.0,5031.29,0.0,0,0
4000.0,36,0.1409,136.89,B,0.0,2355.22,788.45,0.0,1459,0
25000.0,60,0.1845,640.98,D,24447.65,552.35,357.7,0.0,60,0
15000.0,36,0.0818,471.3,B,0.0,15000.0,1952.85,0.0,0,0
17500.0,36,0.0639,535.49,A,0.0,17500.0,1389.51,0.0,0,0
20000.0,60,0.2185,550.68,D,20000.0,0.0,0.0,0.0,60,0
2000.0,36,0.2599,80.57058750853939,E,0.0,2000.0,534.81,0.0,0,0
19025.0,60,0.2949,609.58,F,16485.8,2539.2,6542.16,0.0,60,0
14400.0,36,0.0993,464.18,B,10066.34,4333.66,1220.61,0.0,60,0
15000.0,36,0.164,530.3224941681347,D,3030.19,11969.81,3939.79,0.0,0,0
30000.0,36,0.1028,971.9641591012356,B,0.0,30000.0,4666.14,0.0,0,0
3000.0,36,0.2582,120.59,E,2241.94,758.06,680.41,0.0,60,0
15000.0,36,0.0851,473.5825695733646,B,3227.13,11325.84,1934.4,0.0,0,0
24000.0,60,0.1699,596.34,D,19746.1,4253.9,4668.55,0.0,29,0
25000.0,36,0.0769,779.84,A,0.0,25000.0,3052.83,0.0,0,0
5000.0,36,0.1499,173.31,C,0.0,5000.0,1234.65,0.0,0,0
7200.0,36,0.1229,240.15,C,0.0,7200.0,1436.8,0.0,0,0
13500.0,60,0.1714,336.53,D,0.0,13500.0,5658.0,0.0,0,0
5000.0,36,0.1358,169.87,C,4886.71,113.29,52.81,0.0,60,0
12000.0,36,0.0967,385.35,B,0.0,12000.0,1760.16,0.0,0,0
3600.0,36,0.1199,119.56,B,2354.6,1245.4,315.27,0.0,29,0
30000.0,36,0.1649,1061.99,D,0.0,2643.85,1549.14,0.0,1217,0
9450.0,36,0.1335,320.01,C,0.0,7013.74,1966.76,0.0,637,0
12000.0,36,0.1268999999999999,402.54,C,1568.39,10431.61,2428.52,0.0,60,0
10000.0,60,0.2029,266.5550225119763,D,9596.78,403.22,663.02,0.0,0,0
24000.0,60,0.1825,612.72,E,0.0,1013.71,1388.5,0.0,1064,0
24000.0,36,0.0975,771.6,B,6670.43,17329.57,3490.63,0.0,60,0
3600.0,36,0.1211999999999999,119.78,B,0.0,3600.0,711.99,0.0,0,0
20700.0,60,0.2949,663.25,F,17715.49,2984.51,7593.58,0.0,29,0
15000.0,60,0.098,317.231555875299,B,0.0,15000.0,1274.38,0.0,0,0
13450.0,36,0.0699,415.24,A,0.0,13450.0,891.67,0.0,0,0
8000.0,36,0.1443,275.0947865617662,D,0.0,2496.56,1079.61,0.0,0,1
10000.0,60,0.1747,251.06,D,10000.0,0.0,0.0,0.0,60,0
10000.0,60,0.1695,248.2569892875947,D,246.6,9753.4,4889.2962,0.0,0,0
5000.0,36,0.0975,160.75,B,1832.18,3167.82,684.76,0.0,60,0
19000.0,36,0.0613,579.1366334683087,A,0.0,19000.0,703.84,0.0,0,0
15500.0,36,0.0916,494.06,B,5193.43,10306.57,2037.04,0.0,60,0
7900.0,36,0.1903,289.71,D,0.0,7900.0,982.85,0.0,0,0
17000.0,36,0.164,601.0321600572192,D,0.0,17000.0,1142.59,0.0,0,0
9700.0,36,0.0593,294.79,A,0.0,9700.0,835.23,0.0,0,0
35000.0,36,0.1898999999999999,1282.79,D,23676.06,11323.94,6672.08,0.0,60,0
20000.0,60,0.1706,497.6969774418216,D,9398.57,10601.43,8296.17,49.76,0,0
16000.0,60,0.1499,380.56,C,0.0,16000.0,2660.76,0.0,0,0
1800.0,36,0.1049,58.5,B,869.8,930.2,237.7,0.0,29,0
10500.0,36,0.0697,324.07,A,2833.53,7666.47,1071.42,0.0,60,0
6500.0,36,0.1147,214.26,B,2226.78,4273.22,1079.14,0.0,90,0
26000.0,60,0.0958,547.07,B,25660.5,339.5,179.89,0.0,29,0
19901.0,36,0.069,613.5756086560089,A,8230.18,11108.77,1776.41,0.0,0,0
10000.0,36,0.1409,342.22,B,0.0,10000.0,232.5,0.0,0,0
4000.0,36,0.2339999999999999,155.68,E,0.0,4000.0,1523.21,0.0,0,0
12000.0,36,0.1211999999999999,399.26,B,0.0,12000.0,2038.88,0.0,0,0
15000.0,36,0.0966,481.6169217137367,B,0.0,15000.0,2326.62,0.0,0,0
12000.0,36,0.0726,371.96,A,736.96,11263.04,1373.92,0.0,60,0
4000.0,36,0.1199,132.84,B,0.0,4000.0,294.36,0.0,0,0
24000.0,60,0.1898999999999999,622.45,E,0.0,2327.32,3224.09,0.0,637,0
12000.0,36,0.1722,429.14776975401793,D,3241.4,8758.6,3242.6,0.0,0,0
25000.0,60,0.1947,654.9962019254283,E,0.0,2046.35,3163.65,32.75,0,1
15000.0,36,0.1409,513.33,B,0.0,15000.0,3479.45,0.0,0,0
11000.0,60,0.1042,236.0,B,10138.59,861.41,497.28,0.0,60,0
6500.0,60,0.1601,158.10190994019345,D,3566.14,2933.86,2283.44,0.0,42,0
6000.0,36,0.1898999999999999,219.91,D,4211.96,1788.04,1087.48,0.0,121,0
10000.0,36,0.1144,329.48,B,6243.45,3756.55,1223.78,0.0,60,0
11200.0,36,0.1049,363.98,B,0.0,11200.0,1896.52,0.0,0,0
6000.0,36,0.0818,188.52,B,0.0,6000.0,480.12,0.0,0,0
15000.0,36,0.1069,488.8816158740036,C,12066.15,2933.85,977.19,0.0,0,0
6000.0,36,0.1041,194.77,B,5713.32,286.68,99.39,0.0,60,0
8000.0,36,0.0672,246.0,A,6982.67,1017.33,209.68,0.0,29,0
15000.0,36,0.1745,538.1563112001851,D,0.0,15000.0,327.61,0.0,0,0
25000.0,36,0.1099,818.35,B,0.0,25000.0,4459.34,0.0,0,0
35000.0,36,0.1029,1134.12291496473,B,0.0,35000.0,3755.52,0.0,0,0
24000.0,60,0.1505,571.5884102302524,D,0.0,3827.68,3631.4,0.0,0,1
3000.0,36,0.1449,103.25,C,0.0,1175.21,484.45,0.0,881,0
18000.0,36,0.1149,593.49,B,0.0,18000.0,1549.08,0.0,0,0
8000.0,36,0.0966,256.86235824732626,B,0.0,8000.0,1227.09,0.0,0,0
8000.0,36,0.1199,265.6762705457822,C,0.0,8000.0,488.93,0.0,0,0
6000.0,36,0.1265,201.15370478686395,C,0.0,6000.0,403.09,0.0,0,0
10000.0,36,0.1305,337.1804016492589,C,0.0,10000.0,1943.5,0.0,0,0
24000.0,36,0.0689,739.85,A,0.0,24000.0,2085.72,0.0,0,0
35000.0,36,0.1805999999999999,1266.39,D,27928.11,7071.89,4255.39,0.0,60,0
2500.0,36,0.2185,95.28224327899407,E,1659.35,750.93,230.19,0.0,0,0
11000.0,36,0.1299,370.59,B,0.0,4367.36,1561.06,0.0,1247,0
19700.0,60,0.1924,513.6339066606736,D,16633.02,3066.98,4123.84,0.0,122,0
3000.0,36,0.1199,99.63,B,2271.51,728.49,265.81,0.0,60,0
30000.0,36,0.1602,1055.01,C,0.0,30000.0,1583.21,0.0,0,0
15000.0,60,0.2268,420.1038442333032,E,0.0,15000.0,4872.07,0.0,0,0
15000.0,60,0.1399,348.9460020304155,D,0.0,15000.0,4859.36,0.0,0,0
14200.0,36,0.0662,436.0,A,0.0,14200.0,1495.68,0.0,0,0
11000.0,36,0.1199,365.31,C,0.0,11000.0,1870.25,0.0,0,0
11200.0,60,0.2145,305.84,D,10178.35,1021.65,1704.22,0.0,29,0
30000.0,60,0.0993,636.38,B,27214.7,2785.3,1652.81,0.0,29,0
9350.0,36,0.0624,285.47,A,0.0,9350.0,857.22,0.0,0,0
8000.0,36,0.1368,272.18,C,0.0,8000.0,1387.94,0.0,0,0
22000.0,36,0.0789,688.29,A,0.0,22000.0,2411.17,0.0,0,0
20000.0,36,0.0749,622.04,A,0.0,20000.0,2372.33,0.0,0,0
4200.0,36,0.0672,129.15,A,0.0,4200.0,7.05,0.0,0,0
15000.0,36,0.2599,604.2794063140453,E,10865.02,3778.4,3472.96,0.0,0,0
8475.0,36,0.1299,285.52,C,0.0,2912.3,1072.75,0.0,363,0
18000.0,60,0.1999,476.79,D,0.0,914.67,1449.29,0.0,455,0
20000.0,36,0.0736,620.839214397437,A,0.0,20000.0,1211.83,0.0,0,0
10000.0,36,0.0849,315.63,B,0.0,10000.0,1097.9,0.0,0,0
12500.0,60,0.1367,272.37,C,6433.28,6066.72,2606.36,0.0,29,0
8500.0,36,0.0749,264.36381824167063,B,0.0,8500.0,741.71,0.0,0,0
